Institution UKPRN code,Institution name,Main panel,Unit of assessment number,Unit of assessment name,Multiple submission letter,Multiple submission name,Joint submission,Income source,Income for academic year 2013-14,Income for academic year 2014-15,Average income for academic years 2015-16 to 2019-20,Average income for academic years 2013-14 to 2019-20,Total income for academic years 2013-14 to 2019-20
10000886,University of Brighton,B,11,Computer Science and Informatics,,,,"UK industry, commerce and public corporations","40,526","200,589","149,412","141,168","988,178"
10000886,University of Brighton,B,11,Computer Science and Informatics,,,,UK other sources,0,0,0,0,0
10000886,University of Brighton,B,11,Computer Science and Informatics,,,,EU government bodies,0,"23,103","230,977","168,284","1,177,990"
10000886,University of Brighton,B,11,Computer Science and Informatics,,,,EU-based charities (open competitive process),0,0,0,0,0
10000886,University of Brighton,B,11,Computer Science and Informatics,,,,"EU industry, commerce and public corporations",0,0,0,0,0
10000886,University of Brighton,B,11,Computer Science and Informatics,,,,EU (excluding UK) other,0,0,0,0,0
10000886,University of Brighton,B,11,Computer Science and Informatics,,,,Non-EU-based charities (open competitive process),0,0,0,0,0
10000886,University of Brighton,B,11,Computer Science and Informatics,,,,Non-EU industry commerce and public corporations,0,0,0,0,0
10000886,University of Brighton,B,11,Computer Science and Informatics,,,,Non-EU other,0,0,"1,226",876,"6,133"
10000886,University of Brighton,B,11,Computer Science and Informatics,,,,Total income,"167,280","513,053","605,317","529,560","3,706,922"
10007786,University of Bristol,B,11,Computer Science and Informatics,,,,"BEIS Research Councils, The Royal Society, British Academy and The Royal Society of Edinburgh","2,814,263","2,762,906","3,006,841","2,944,482","20,611,378"
10007786,University of Bristol,B,11,Computer Science and Informatics,,,,UK-based charities (open competitive process),"6,030","-30,173","227,427","158,998","1,112,992"
10007786,University of Bristol,B,11,Computer Science and Informatics,,,,UK-based charities (other),104,252,899,693,"4,855"
10007786,University of Bristol,B,11,Computer Science and Informatics,,,,"UK central government bodies/local authorities, health and hospital authorities","497,912","339,021","792,017","685,288","4,797,022"
10007786,University of Bristol,B,11,Computer Science and Informatics,,,,UK central government tax credits for research and development expenditure,0,"277,618",0,"39,659","277,618"
10007786,University of Bristol,B,11,Computer Science and Informatics,,,,"UK industry, commerce and public corporations","218,881","248,666","260,481","252,850","1,769,954"
10007786,University of Bristol,B,11,Computer Science and Informatics,,,,UK other sources,"121,978","139,028","-29,872","15,949","111,644"
10007786,University of Bristol,B,11,Computer Science and Informatics,,,,EU government bodies,"1,429,729","1,757,244","1,138,108","1,268,216","8,877,517"
10007786,University of Bristol,B,11,Computer Science and Informatics,,,,EU-based charities (open competitive process),0,0,0,0,0
10007786,University of Bristol,B,11,Computer Science and Informatics,,,,"EU industry, commerce and public corporations",0,0,"19,971","14,265","99,856"
10007786,University of Bristol,B,11,Computer Science and Informatics,,,,EU (excluding UK) other,0,0,"4,350","3,107","21,750"
10007786,University of Bristol,B,11,Computer Science and Informatics,,,,Non-EU-based charities (open competitive process),"26,851","10,451","37,045","31,789","222,529"
10007786,University of Bristol,B,11,Computer Science and Informatics,,,,Non-EU industry commerce and public corporations,"23,783","50,364","46,473","43,787","306,515"
10007786,University of Bristol,B,11,Computer Science and Informatics,,,,Non-EU other,"70,040","38,109","129,209","107,742","754,195"
10007786,University of Bristol,B,11,Computer Science and Informatics,,,,Total income,"5,209,571","5,593,486","5,632,953","5,566,832","38,967,825"
10000961,Brunel University London,B,11,Computer Science and Informatics,,,,"BEIS Research Councils, The Royal Society, British Academy and The Royal Society of Edinburgh","1,258,000","-30,000","655,600","643,714","4,506,000"
10000961,Brunel University London,B,11,Computer Science and Informatics,,,,UK-based charities (open competitive process),0,"19,000","39,200","30,714","215,000"
10000961,Brunel University London,B,11,Computer Science and Informatics,,,,UK-based charities (other),0,0,0,0,0
10000961,Brunel University London,B,11,Computer Science and Informatics,,,,"UK central government bodies/local authorities, health and hospital authorities","67,000","10,000","212,400","162,714","1,139,000"
10000961,Brunel University London,B,11,Computer Science and Informatics,,,,UK central government tax credits for research and development expenditure,0,0,"16,800","12,000","84,000"
10000961,Brunel University London,B,11,Computer Science and Informatics,,,,"UK industry, commerce and public corporations","108,000","29,000","9,400","26,285","184,000"
10000961,Brunel University London,B,11,Computer Science and Informatics,,,,UK other sources,"77,000","-9,000",0,"9,714","68,000"
10000961,Brunel University London,B,11,Computer Science and Informatics,,,,EU government bodies,"755,000","524,000","379,400","453,714","3,176,000"
10000961,Brunel University London,B,11,Computer Science and Informatics,,,,EU-based charities (open competitive process),0,0,0,0,0
10000961,Brunel University London,B,11,Computer Science and Informatics,,,,"EU industry, commerce and public corporations",0,0,"3,400","2,428","17,000"
10000961,Brunel University London,B,11,Computer Science and Informatics,,,,EU (excluding UK) other,0,0,0,0,0
10000961,Brunel University London,B,11,Computer Science and Informatics,,,,Non-EU-based charities (open competitive process),0,0,0,0,0
10000961,Brunel University London,B,11,Computer Science and Informatics,,,,Non-EU industry commerce and public corporations,0,"63,000","66,800","56,714","397,000"
10000961,Brunel University London,B,11,Computer Science and Informatics,,,,Non-EU other,0,0,0,0,0
10000961,Brunel University London,B,11,Computer Science and Informatics,,,,Total income,"2,265,000","606,000","1,383,000","1,398,000","9,786,000"
10007788,University of Cambridge,B,11,Computer Science and Informatics,,,,"BEIS Research Councils, The Royal Society, British Academy and The Royal Society of Edinburgh","3,701,683","2,924,732","3,005,012","3,093,068","21,651,479"
10007788,University of Cambridge,B,11,Computer Science and Informatics,,,,UK-based charities (open competitive process),0,"17,007","296,216","214,012","1,498,088"
10007788,University of Cambridge,B,11,Computer Science and Informatics,,,,UK-based charities (other),"3,636","52,727","71,821","59,352","415,468"
10007788,University of Cambridge,B,11,Computer Science and Informatics,,,,"UK central government bodies/local authorities, health and hospital authorities","257,266","198,206","719,649","579,102","4,053,717"
10007788,University of Cambridge,B,11,Computer Science and Informatics,,,,UK central government tax credits for research and development expenditure,0,"1,008,905","3,683","146,760","1,027,324"
10007788,University of Cambridge,B,11,Computer Science and Informatics,,,,"UK industry, commerce and public corporations","378,471","473,462","790,455","686,315","4,804,208"
10007788,University of Cambridge,B,11,Computer Science and Informatics,,,,UK other sources,"-31,165","-90,823","51,000","19,001","133,012"
10007788,University of Cambridge,B,11,Computer Science and Informatics,,,,EU government bodies,"1,272,877","1,710,245","1,783,125","1,699,821","11,898,747"
10007788,University of Cambridge,B,11,Computer Science and Informatics,,,,EU-based charities (open competitive process),0,0,0,0,0
10007788,University of Cambridge,B,11,Computer Science and Informatics,,,,"EU industry, commerce and public corporations","89,726","46,931","149,162","126,066","882,468"
10007788,University of Cambridge,B,11,Computer Science and Informatics,,,,EU (excluding UK) other,"12,169",0,0,"1,738","12,169"
10007788,University of Cambridge,B,11,Computer Science and Informatics,,,,Non-EU-based charities (open competitive process),0,0,"71,499","51,070","357,496"
10007788,University of Cambridge,B,11,Computer Science and Informatics,,,,Non-EU industry commerce and public corporations,"1,437,447","1,299,320","1,364,644","1,365,712","9,559,990"
10007788,University of Cambridge,B,11,Computer Science and Informatics,,,,Non-EU other,"292,439","89,023","1,116,380","851,909","5,963,363"
10007788,University of Cambridge,B,11,Computer Science and Informatics,,,,Total income,"7,414,549","7,729,735","9,422,649","8,893,932","62,257,529"
10007814,Cardiff University,B,11,Computer Science and Informatics,,,,"BEIS Research Councils, The Royal Society, British Academy and The Royal Society of Edinburgh","446,385","861,632","531,191","566,281","3,963,972"
10007814,Cardiff University,B,11,Computer Science and Informatics,,,,UK-based charities (open competitive process),"107,588","128,930","69,148","83,179","582,258"
10007814,Cardiff University,B,11,Computer Science and Informatics,,,,UK-based charities (other),0,0,0,0,0
10007814,Cardiff University,B,11,Computer Science and Informatics,,,,"UK central government bodies/local authorities, health and hospital authorities","217,444","185,443","683,097","545,482","3,818,374"
10007814,Cardiff University,B,11,Computer Science and Informatics,,,,UK central government tax credits for research and development expenditure,0,0,-172,-123,-862
10007814,Cardiff University,B,11,Computer Science and Informatics,,,,"UK industry, commerce and public corporations","161,783","208,635","467,829","387,080","2,709,566"
10007814,Cardiff University,B,11,Computer Science and Informatics,,,,UK other sources,0,994,"10,609","7,719","54,039"
10007814,Cardiff University,B,11,Computer Science and Informatics,,,,EU government bodies,"904,354","332,564","444,470","494,181","3,459,268"
10007814,Cardiff University,B,11,Computer Science and Informatics,,,,EU-based charities (open competitive process),0,0,0,0,0
10007814,Cardiff University,B,11,Computer Science and Informatics,,,,"EU industry, commerce and public corporations",0,"114,106","33,320","40,100","280,706"
10007814,Cardiff University,B,11,Computer Science and Informatics,,,,EU (excluding UK) other,0,0,0,0,0
10007814,Cardiff University,B,11,Computer Science and Informatics,,,,Non-EU-based charities (open competitive process),0,0,0,0,0
