Institution UKPRN code,Institution name,Main panel,Unit of assessment number,Unit of assessment name,Multiple submission letter,Multiple submission name,Joint submission,Income source,Income for academic year 2013-14,Income for academic year 2014-15,Average income for academic years 2015-16 to 2019-20,Average income for academic years 2013-14 to 2019-20,Total income for academic years 2013-14 to 2019-20
10007783,University of Aberdeen,A,5,Biological Sciences,,,,"UK industry, commerce and public corporations","1,230,324","251,322","560,600","612,092","4,284,646"
10007783,University of Aberdeen,A,5,Biological Sciences,,,,UK other sources,"60,426","-3,440","6,634","12,879","90,158"
10007783,University of Aberdeen,A,5,Biological Sciences,,,,EU government bodies,"433,583","398,611","436,772","430,865","3,016,058"
10007783,University of Aberdeen,A,5,Biological Sciences,,,,EU-based charities (open competitive process),"90,152",0,"-2,079","11,393","79,756"
10007783,University of Aberdeen,A,5,Biological Sciences,,,,"EU industry, commerce and public corporations","79,456","38,906","35,790","42,473","297,313"
10007783,University of Aberdeen,A,5,Biological Sciences,,,,EU (excluding UK) other,0,0,"16,723","11,945","83,619"
10007783,University of Aberdeen,A,5,Biological Sciences,,,,Non-EU-based charities (open competitive process),"105,316","89,756","51,031","64,318","450,229"
10007783,University of Aberdeen,A,5,Biological Sciences,,,,Non-EU industry commerce and public corporations,"274,352","275,949","240,159","250,157","1,751,100"
10007783,University of Aberdeen,A,5,Biological Sciences,,,,Non-EU other,"2,851","11,914","48,490","36,745","257,216"
10007783,University of Aberdeen,A,5,Biological Sciences,,,,Total income,"4,910,319","3,642,972","3,591,577","3,787,310","26,511,176"
10007783,University of Aberdeen,B,7,Earth Systems and Environmental Sciences,,,,"BEIS Research Councils, The Royal Society, British Academy and The Royal Society of Edinburgh","2,726,956","2,720,465","3,443,609","3,237,923","22,665,466"
10007783,University of Aberdeen,B,7,Earth Systems and Environmental Sciences,,,,UK-based charities (open competitive process),"286,488","606,956","487,565","475,895","3,331,270"
10007783,University of Aberdeen,B,7,Earth Systems and Environmental Sciences,,,,UK-based charities (other),"-68,810","48,721","59,661","39,745","278,219"
10007783,University of Aberdeen,B,7,Earth Systems and Environmental Sciences,,,,"UK central government bodies/local authorities, health and hospital authorities","1,452,877","1,150,821","901,250","1,015,707","7,109,950"
10007783,University of Aberdeen,B,7,Earth Systems and Environmental Sciences,,,,UK central government tax credits for research and development expenditure,0,"264,456","159,632","151,802","1,062,618"
10007783,University of Aberdeen,B,7,Earth Systems and Environmental Sciences,,,,"UK industry, commerce and public corporations","1,109,476","1,050,618","1,072,616","1,074,739","7,523,177"
10007783,University of Aberdeen,B,7,Earth Systems and Environmental Sciences,,,,UK other sources,"95,551","5,398","63,569","59,828","418,796"
10007783,University of Aberdeen,B,7,Earth Systems and Environmental Sciences,,,,EU government bodies,"1,249,745","1,053,378","790,213","893,455","6,254,188"
10007783,University of Aberdeen,B,7,Earth Systems and Environmental Sciences,,,,EU-based charities (open competitive process),"114,311","18,262","43,419","49,952","349,668"
10007783,University of Aberdeen,B,7,Earth Systems and Environmental Sciences,,,,"EU industry, commerce and public corporations","197,197","147,582","114,896","131,323","919,262"
10007783,University of Aberdeen,B,7,Earth Systems and Environmental Sciences,,,,EU (excluding UK) other,"56,240","121,387","46,845","58,836","411,852"
10007783,University of Aberdeen,B,7,Earth Systems and Environmental Sciences,,,,Non-EU-based charities (open competitive process),"79,593","129,934","17,248","42,252","295,768"
10007783,University of Aberdeen,B,7,Earth Systems and Environmental Sciences,,,,Non-EU industry commerce and public corporations,"641,275","1,133,807","1,033,708","991,946","6,943,625"
10007783,University of Aberdeen,B,7,Earth Systems and Environmental Sciences,,,,Non-EU other,"224,002","193,424","196,850","200,239","1,401,678"
10007783,University of Aberdeen,B,7,Earth Systems and Environmental Sciences,,,,Total income,"8,164,901","8,645,209","8,431,085","8,423,648","58,965,537"
10007783,University of Aberdeen,B,8,Chemistry,,,,"BEIS Research Councils, The Royal Society, British Academy and The Royal Society of Edinburgh","328,810","494,649","470,541","453,737","3,176,164"
10007783,University of Aberdeen,B,8,Chemistry,,,,UK-based charities (open competitive process),"78,612","16,626","117,874","97,801","684,610"
10007783,University of Aberdeen,B,8,Chemistry,,,,UK-based charities (other),"1,971","2,806","6,396","5,251","36,761"
10007783,University of Aberdeen,B,8,Chemistry,,,,"UK central government bodies/local authorities, health and hospital authorities","53,413","123,759","240,883","197,369","1,381,589"
10007783,University of Aberdeen,B,8,Chemistry,,,,UK central government tax credits for research and development expenditure,0,"88,000","50,800","48,857","342,000"
10007783,University of Aberdeen,B,8,Chemistry,,,,"UK industry, commerce and public corporations","46,871","117,508","166,630","142,504","997,532"
10007783,University of Aberdeen,B,8,Chemistry,,,,UK other sources,"14,899","12,411","36,017","29,628","207,398"
10007783,University of Aberdeen,B,8,Chemistry,,,,EU government bodies,"311,343","289,249","219,053","242,265","1,695,861"
10007783,University of Aberdeen,B,8,Chemistry,,,,EU-based charities (open competitive process),0,0,0,0,0
10007783,University of Aberdeen,B,8,Chemistry,,,,"EU industry, commerce and public corporations","192,153","28,540","28,394","51,809","362,667"
10007783,University of Aberdeen,B,8,Chemistry,,,,EU (excluding UK) other,"7,163","9,474",776,"2,931","20,520"
10007783,University of Aberdeen,B,8,Chemistry,,,,Non-EU-based charities (open competitive process),"255,093","730,560","49,045","175,839","1,230,878"
10007783,University of Aberdeen,B,8,Chemistry,,,,Non-EU industry commerce and public corporations,"1,687,842","2,461,823","2,437,572","2,333,932","16,337,527"
10007783,University of Aberdeen,B,8,Chemistry,,,,Non-EU other,"-17,698",73,"46,935","31,007","217,054"
10007783,University of Aberdeen,B,8,Chemistry,,,,Total income,"2,960,472","4,375,478","3,870,922","3,812,937","26,690,561"
10007783,University of Aberdeen,B,10,Mathematical Sciences,,,,"BEIS Research Councils, The Royal Society, British Academy and The Royal Society of Edinburgh","410,239","219,761","334,873","329,195","2,304,369"
10007783,University of Aberdeen,B,10,Mathematical Sciences,,,,UK-based charities (open competitive process),"7,470","7,232","62,070","46,436","325,052"
10007783,University of Aberdeen,B,10,Mathematical Sciences,,,,UK-based charities (other),"4,728","3,549","3,839","3,925","27,476"
10007783,University of Aberdeen,B,10,Mathematical Sciences,,,,"UK central government bodies/local authorities, health and hospital authorities","77,981","121,404","4,903","31,985","223,901"
10007783,University of Aberdeen,B,10,Mathematical Sciences,,,,UK central government tax credits for research and development expenditure,0,"25,000","9,400","10,285","72,000"
10007783,University of Aberdeen,B,10,Mathematical Sciences,,,,"UK industry, commerce and public corporations","40,162",572,-157,"5,706","39,948"
10007783,University of Aberdeen,B,10,Mathematical Sciences,,,,UK other sources,"1,149",-189,185,269,"1,885"
10007783,University of Aberdeen,B,10,Mathematical Sciences,,,,EU government bodies,"81,608","82,678","155,575","134,595","942,165"
10007783,University of Aberdeen,B,10,Mathematical Sciences,,,,EU-based charities (open competitive process),0,0,0,0,0
10007783,University of Aberdeen,B,10,Mathematical Sciences,,,,"EU industry, commerce and public corporations",0,0,0,0,0
10007783,University of Aberdeen,B,10,Mathematical Sciences,,,,EU (excluding UK) other,0,0,0,0,0
10007783,University of Aberdeen,B,10,Mathematical Sciences,,,,Non-EU-based charities (open competitive process),0,0,0,0,0
10007783,University of Aberdeen,B,10,Mathematical Sciences,,,,Non-EU industry commerce and public corporations,"288,549","348,430","373,729","357,946","2,505,626"
10007783,University of Aberdeen,B,10,Mathematical Sciences,,,,Non-EU other,"28,745","22,535","20,134","21,707","151,951"
10007783,University of Aberdeen,B,10,Mathematical Sciences,,,,Total income,"940,631","830,972","964,554","942,053","6,594,373"
10007783,University of Aberdeen,B,11,Computer Science and Informatics,,,,"BEIS Research Councils, The Royal Society, British Academy and The Royal Society of Edinburgh","3,413,128","1,944,316","658,227","1,235,511","8,648,580"
10007783,University of Aberdeen,B,11,Computer Science and Informatics,,,,UK-based charities (open competitive process),498,0,"16,614","11,938","83,569"
10007783,University of Aberdeen,B,11,Computer Science and Informatics,,,,UK-based charities (other),"12,268","48,957","8,504","14,821","103,747"
10007783,University of Aberdeen,B,11,Computer Science and Informatics,,,,"UK central government bodies/local authorities, health and hospital authorities","6,007","11,095","82,858","61,627","431,395"
10007783,University of Aberdeen,B,11,Computer Science and Informatics,,,,UK central government tax credits for research and development expenditure,0,"89,000","29,000","33,428","234,000"
10007783,University of Aberdeen,B,11,Computer Science and Informatics,,,,"UK industry, commerce and public corporations","605,686","343,792","174,662","260,398","1,822,788"
10007783,University of Aberdeen,B,11,Computer Science and Informatics,,,,UK other sources,"9,426","3,092","1,101","2,575","18,025"
10007783,University of Aberdeen,B,11,Computer Science and Informatics,,,,EU government bodies,"468,650","329,390","49,895","149,645","1,047,517"
10007783,University of Aberdeen,B,11,Computer Science and Informatics,,,,EU-based charities (open competitive process),0,0,0,0,0
10007783,University of Aberdeen,B,11,Computer Science and Informatics,,,,"EU industry, commerce and public corporations",0,0,0,0,0
10007783,University of Aberdeen,B,11,Computer Science and Informatics,,,,EU (excluding UK) other,0,0,0,0,0
10007783,University of Aberdeen,B,11,Computer Science and Informatics,,,,Non-EU-based charities (open competitive process),"12,215",0,0,"1,745","12,215"
10007783,University of Aberdeen,B,11,Computer Science and Informatics,,,,Non-EU industry commerce and public corporations,"190,473","219,784","54,373","97,446","682,124"
10007783,University of Aberdeen,B,11,Computer Science and Informatics,,,,Non-EU other,0,0,0,0,0
10007783,University of Aberdeen,B,11,Computer Science and Informatics,,,,Total income,"4,718,351","2,989,426","1,075,236","1,869,137","13,083,960"
10007849,Abertay University,A,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",,,,"BEIS Research Councils, The Royal Society, British Academy and The Royal Society of Edinburgh","-2,374",0,"6,701","4,447","31,131"
10007849,Abertay University,A,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",,,,UK-based charities (open competitive process),"144,962","150,967","18,602","55,562","388,939"
10007849,Abertay University,A,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",,,,UK-based charities (other),0,0,"23,866","17,047","119,330"
10007849,Abertay University,A,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",,,,"UK central government bodies/local authorities, health and hospital authorities","45,844","11,376","14,616","18,614","130,303"
10007849,Abertay University,A,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",,,,Health research funding bodies,0,0,"9,317","6,655","46,586"
10007849,Abertay University,A,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",,,,UK central government tax credits for research and development expenditure,0,0,0,0,0
10007849,Abertay University,A,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",,,,"UK industry, commerce and public corporations","2,000",0,0,285,"2,000"
10007849,Abertay University,A,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",,,,UK other sources,0,0,0,0,0
10007849,Abertay University,A,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",,,,EU government bodies,0,0,0,0,0
10007849,Abertay University,A,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",,,,EU-based charities (open competitive process),0,0,0,0,0
10007849,Abertay University,A,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",,,,"EU industry, commerce and public corporations",0,0,0,0,0
10007849,Abertay University,A,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",,,,EU (excluding UK) other,0,0,0,0,0
10007849,Abertay University,A,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",,,,Non-EU-based charities (open competitive process),0,0,0,0,0
10007849,Abertay University,A,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",,,,Non-EU industry commerce and public corporations,0,0,0,0,0
10007849,Abertay University,A,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",,,,Non-EU other,0,0,0,0,0
10007849,Abertay University,A,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",,,,Total income,"190,432","162,343","73,102","102,612","718,289"
10007849,Abertay University,A,4,"Psychology, Psychiatry and Neuroscience",,,,"BEIS Research Councils, The Royal Society, British Academy and The Royal Society of Edinburgh","4,283","4,768","9,959","8,406","58,847"
10007849,Abertay University,A,4,"Psychology, Psychiatry and Neuroscience",,,,UK-based charities (open competitive process),"22,450","40,466","82,418","67,858","475,006"
10007849,Abertay University,A,4,"Psychology, Psychiatry and Neuroscience",,,,UK-based charities (other),0,0,"3,042","2,173","15,214"
10007849,Abertay University,A,4,"Psychology, Psychiatry and Neuroscience",,,,"UK central government bodies/local authorities, health and hospital authorities","22,222","13,197","23,465","21,820","152,744"
10007849,Abertay University,A,4,"Psychology, Psychiatry and Neuroscience",,,,Health research funding bodies,0,0,0,0,0
10007849,Abertay University,A,4,"Psychology, Psychiatry and Neuroscience",,,,UK central government tax credits for research and development expenditure,0,0,0,0,0
10007849,Abertay University,A,4,"Psychology, Psychiatry and Neuroscience",,,,"UK industry, commerce and public corporations",0,0,"1,146",818,"5,732"
10007849,Abertay University,A,4,"Psychology, Psychiatry and Neuroscience",,,,UK other sources,0,"4,786",0,683,"4,786"
10007849,Abertay University,A,4,"Psychology, Psychiatry and Neuroscience",,,,EU government bodies,0,"1,370","16,752","12,161","85,132"
10007849,Abertay University,A,4,"Psychology, Psychiatry and Neuroscience",,,,EU-based charities (open competitive process),0,0,0,0,0
10007849,Abertay University,A,4,"Psychology, Psychiatry and Neuroscience",,,,"EU industry, commerce and public corporations",0,0,0,0,0
10007849,Abertay University,A,4,"Psychology, Psychiatry and Neuroscience",,,,EU (excluding UK) other,0,0,"2,812","2,008","14,062"
10007849,Abertay University,A,4,"Psychology, Psychiatry and Neuroscience",,,,Non-EU-based charities (open competitive process),0,0,0,0,0
10007849,Abertay University,A,4,"Psychology, Psychiatry and Neuroscience",,,,Non-EU industry commerce and public corporations,0,0,0,0,0
10007849,Abertay University,A,4,"Psychology, Psychiatry and Neuroscience",,,,Non-EU other,0,0,0,0,0
10007849,Abertay University,A,4,"Psychology, Psychiatry and Neuroscience",,,,Total income,"48,955","64,587","139,596","115,931","811,523"
10007849,Abertay University,A,6,"Agriculture, Food and Veterinary Sciences",,,,"BEIS Research Councils, The Royal Society, British Academy and The Royal Society of Edinburgh","1,912",145,"155,188","111,142","777,998"
10007849,Abertay University,A,6,"Agriculture, Food and Veterinary Sciences",,,,UK-based charities (open competitive process),"4,304","2,779","10,283","8,357","58,499"
10007849,Abertay University,A,6,"Agriculture, Food and Veterinary Sciences",,,,UK-based charities (other),0,0,0,0,0
10007849,Abertay University,A,6,"Agriculture, Food and Veterinary Sciences",,,,"UK central government bodies/local authorities, health and hospital authorities","365,281","117,503","86,401","130,684","914,791"
10007849,Abertay University,A,6,"Agriculture, Food and Veterinary Sciences",,,,Health research funding bodies,0,0,0,0,0
10007849,Abertay University,A,6,"Agriculture, Food and Veterinary Sciences",,,,UK central government tax credits for research and development expenditure,0,0,0,0,0
10007849,Abertay University,A,6,"Agriculture, Food and Veterinary Sciences",,,,"UK industry, commerce and public corporations","24,909","11,923","54,393","44,114","308,799"
10007849,Abertay University,A,6,"Agriculture, Food and Veterinary Sciences",,,,UK other sources,"10,564","49,131","73,831","61,264","428,852"
10007849,Abertay University,A,6,"Agriculture, Food and Veterinary Sciences",,,,EU government bodies,"66,854","86,400","17,895","34,675","242,730"
10007849,Abertay University,A,6,"Agriculture, Food and Veterinary Sciences",,,,EU-based charities (open competitive process),0,0,"9,989","7,135","49,948"
10007849,Abertay University,A,6,"Agriculture, Food and Veterinary Sciences",,,,"EU industry, commerce and public corporations",0,0,0,0,0
10007849,Abertay University,A,6,"Agriculture, Food and Veterinary Sciences",,,,EU (excluding UK) other,0,0,0,0,0
10007849,Abertay University,A,6,"Agriculture, Food and Veterinary Sciences",,,,Non-EU-based charities (open competitive process),0,0,0,0,0
10007849,Abertay University,A,6,"Agriculture, Food and Veterinary Sciences",,,,Non-EU industry commerce and public corporations,0,"6,317",0,902,"6,317"
10007849,Abertay University,A,6,"Agriculture, Food and Veterinary Sciences",,,,Non-EU other,0,0,"3,500","2,500","17,501"
10007849,Abertay University,A,6,"Agriculture, Food and Veterinary Sciences",,,,Total income,"473,824","274,198","411,482","400,776","2,805,435"
10007856,Aberystwyth University,A,4,"Psychology, Psychiatry and Neuroscience",,,,"BEIS Research Councils, The Royal Society, British Academy and The Royal Society of Edinburgh",0,0,"19,400","13,857","97,000"
10007856,Aberystwyth University,A,4,"Psychology, Psychiatry and Neuroscience",,,,UK-based charities (open competitive process),0,0,"2,200","1,571","11,000"
10007856,Aberystwyth University,A,4,"Psychology, Psychiatry and Neuroscience",,,,UK-based charities (other),"13,000","3,000",0,"2,285","16,000"
10007856,Aberystwyth University,A,4,"Psychology, Psychiatry and Neuroscience",,,,"UK central government bodies/local authorities, health and hospital authorities","26,000",0,"3,000","5,857","41,000"
10007856,Aberystwyth University,A,4,"Psychology, Psychiatry and Neuroscience",,,,Health research funding bodies,0,0,0,0,0
10007856,Aberystwyth University,A,4,"Psychology, Psychiatry and Neuroscience",,,,UK central government tax credits for research and development expenditure,0,0,0,0,0
10007856,Aberystwyth University,A,4,"Psychology, Psychiatry and Neuroscience",,,,"UK industry, commerce and public corporations",0,0,"1,600","1,142","8,000"
10007856,Aberystwyth University,A,4,"Psychology, Psychiatry and Neuroscience",,,,UK other sources,0,0,0,0,0
10007856,Aberystwyth University,A,4,"Psychology, Psychiatry and Neuroscience",,,,EU government bodies,0,0,"17,600","12,571","88,000"
10007856,Aberystwyth University,A,4,"Psychology, Psychiatry and Neuroscience",,,,EU-based charities (open competitive process),0,"6,000",0,857,"6,000"
10007856,Aberystwyth University,A,4,"Psychology, Psychiatry and Neuroscience",,,,"EU industry, commerce and public corporations",0,0,0,0,0
10007856,Aberystwyth University,A,4,"Psychology, Psychiatry and Neuroscience",,,,EU (excluding UK) other,0,0,0,0,0
10007856,Aberystwyth University,A,4,"Psychology, Psychiatry and Neuroscience",,,,Non-EU-based charities (open competitive process),0,0,0,0,0
10007856,Aberystwyth University,A,4,"Psychology, Psychiatry and Neuroscience",,,,Non-EU industry commerce and public corporations,0,0,0,0,0
10007856,Aberystwyth University,A,4,"Psychology, Psychiatry and Neuroscience",,,,Non-EU other,0,0,0,0,0
10007856,Aberystwyth University,A,4,"Psychology, Psychiatry and Neuroscience",,,,Total income,"39,000","9,000","43,800","38,142","267,000"
10007856,Aberystwyth University,A,6,"Agriculture, Food and Veterinary Sciences",,,,"BEIS Research Councils, The Royal Society, British Academy and The Royal Society of Edinburgh","7,355,000","7,108,000","6,804,200","6,926,285","48,484,000"
10007856,Aberystwyth University,A,6,"Agriculture, Food and Veterinary Sciences",,,,UK-based charities (open competitive process),"87,000","123,000","25,600","48,285","338,000"
10007856,Aberystwyth University,A,6,"Agriculture, Food and Veterinary Sciences",,,,UK-based charities (other),"11,000","28,000","462,200","335,714","2,350,000"
10007856,Aberystwyth University,A,6,"Agriculture, Food and Veterinary Sciences",,,,"UK central government bodies/local authorities, health and hospital authorities","3,080,000","3,523,000","2,209,200","2,521,285","17,649,000"
10007856,Aberystwyth University,A,6,"Agriculture, Food and Veterinary Sciences",,,,Health research funding bodies,0,0,0,0,0
10007856,Aberystwyth University,A,6,"Agriculture, Food and Veterinary Sciences",,,,UK central government tax credits for research and development expenditure,0,0,0,0,0
10007856,Aberystwyth University,A,6,"Agriculture, Food and Veterinary Sciences",,,,"UK industry, commerce and public corporations","823,000","1,341,000","1,552,000","1,417,714","9,924,000"
10007856,Aberystwyth University,A,6,"Agriculture, Food and Veterinary Sciences",,,,UK other sources,"300,000","8,000",0,"44,000","308,000"
10007856,Aberystwyth University,A,6,"Agriculture, Food and Veterinary Sciences",,,,EU government bodies,"2,840,000","2,657,000","2,550,800","2,607,285","18,251,000"
10007856,Aberystwyth University,A,6,"Agriculture, Food and Veterinary Sciences",,,,EU-based charities (open competitive process),"2,000",0,"7,800","5,857","41,000"
10007856,Aberystwyth University,A,6,"Agriculture, Food and Veterinary Sciences",,,,"EU industry, commerce and public corporations","160,000","490,000","145,400","196,714","1,377,000"
