Institution UKPRN code,Institution name,Main panel,Unit of assessment number,Unit of assessment name,Multiple submission letter,Multiple submission name,Joint submission,Income source,Income for academic year 2013-14,Income for academic year 2014-15,Average income for academic years 2015-16 to 2019-20,Average income for academic years 2013-14 to 2019-20,Total income for academic years 2013-14 to 2019-20
10007788,University of Cambridge,A,1,Clinical Medicine,,,,EU government bodies,"6,680,366","6,408,828","8,397,088","7,867,805","55,074,637"
10007788,University of Cambridge,A,1,Clinical Medicine,,,,EU-based charities (open competitive process),"88,759","136,053","286,523","236,775","1,657,430"
10007788,University of Cambridge,A,1,Clinical Medicine,,,,"EU industry, commerce and public corporations",578,"48,723","452,408","330,191","2,311,343"
10007788,University of Cambridge,A,1,Clinical Medicine,,,,EU (excluding UK) other,"213,085","489,885","213,294","252,777","1,769,440"
10007788,University of Cambridge,A,1,Clinical Medicine,,,,Non-EU-based charities (open competitive process),"1,424,081","1,375,466","3,953,940","3,224,178","22,569,251"
10007788,University of Cambridge,A,1,Clinical Medicine,,,,Non-EU industry commerce and public corporations,"879,903","899,850","1,378,465","1,238,868","8,672,082"
10007788,University of Cambridge,A,1,Clinical Medicine,,,,Non-EU other,"930,603","1,757,661","5,457,261","4,282,081","29,974,570"
10007788,University of Cambridge,A,1,Clinical Medicine,,,,Total income,"101,186,821","129,590,515","150,998,770","140,824,455","985,771,187"
10007814,Cardiff University,A,1,Clinical Medicine,,,,"BEIS Research Councils, The Royal Society, British Academy and The Royal Society of Edinburgh","1,889,762","2,485,342","2,449,174","2,374,425","16,620,976"
10007814,Cardiff University,A,1,Clinical Medicine,,,,UK-based charities (open competitive process),"8,566,528","9,434,499","8,029,804","8,307,150","58,150,050"
10007814,Cardiff University,A,1,Clinical Medicine,,,,UK-based charities (other),"25,253","61,607","85,712","73,631","515,421"
10007814,Cardiff University,A,1,Clinical Medicine,,,,"UK central government bodies/local authorities, health and hospital authorities","4,704,974","6,711,818","5,382,367","5,475,518","38,328,628"
10007814,Cardiff University,A,1,Clinical Medicine,,,,Health research funding bodies,"384,604","321,373","93,193","167,420","1,171,944"
10007814,Cardiff University,A,1,Clinical Medicine,,,,UK central government tax credits for research and development expenditure,0,0,"81,767","58,405","408,837"
10007814,Cardiff University,A,1,Clinical Medicine,,,,"UK industry, commerce and public corporations","1,157,762","687,406","1,118,724","1,062,684","7,438,792"
10007814,Cardiff University,A,1,Clinical Medicine,,,,UK other sources,"3,229","111,015","96,983","85,594","599,159"
10007814,Cardiff University,A,1,Clinical Medicine,,,,EU government bodies,"1,120,479","1,203,195","920,182","989,226","6,924,585"
10007814,Cardiff University,A,1,Clinical Medicine,,,,EU-based charities (open competitive process),"4,760","45,698","24,233","24,517","171,624"
10007814,Cardiff University,A,1,Clinical Medicine,,,,"EU industry, commerce and public corporations","403,789","247,216","192,371","230,409","1,612,864"
10007814,Cardiff University,A,1,Clinical Medicine,,,,EU (excluding UK) other,"1,767","3,222","56,793","41,279","288,957"
10007814,Cardiff University,A,1,Clinical Medicine,,,,Non-EU-based charities (open competitive process),"470,706","636,364","945,302","833,368","5,833,582"
10007814,Cardiff University,A,1,Clinical Medicine,,,,Non-EU industry commerce and public corporations,"490,185","697,383","405,825","459,527","3,216,695"
10007814,Cardiff University,A,1,Clinical Medicine,,,,Non-EU other,"126,972","129,168","218,641","192,763","1,349,345"
10007814,Cardiff University,A,1,Clinical Medicine,,,,Total income,"19,350,770","22,775,306","20,101,076","20,375,922","142,631,459"
10007852,University of Dundee,A,1,Clinical Medicine,,,,"BEIS Research Councils, The Royal Society, British Academy and The Royal Society of Edinburgh","3,728,413","1,734,125","1,505,390","1,855,641","12,989,489"
10007852,University of Dundee,A,1,Clinical Medicine,,,,UK-based charities (open competitive process),"6,876,786","5,415,963","3,833,000","4,493,964","31,457,753"
10007852,University of Dundee,A,1,Clinical Medicine,,,,UK-based charities (other),"1,299,969","835,381","566,090","709,400","4,965,804"
10007852,University of Dundee,A,1,Clinical Medicine,,,,"UK central government bodies/local authorities, health and hospital authorities","1,887,540","1,448,008","1,946,697","1,867,004","13,069,033"
10007852,University of Dundee,A,1,Clinical Medicine,,,,Health research funding bodies,"2,743,388","2,781,727","3,501,636","3,290,470","23,033,295"
10007852,University of Dundee,A,1,Clinical Medicine,,,,UK central government tax credits for research and development expenditure,0,"3,200,927","123,091","545,197","3,816,382"
10007852,University of Dundee,A,1,Clinical Medicine,,,,"UK industry, commerce and public corporations","730,624","751,851","956,027","894,659","6,262,613"
10007852,University of Dundee,A,1,Clinical Medicine,,,,UK other sources,0,0,"58,380","41,700","291,904"
10007852,University of Dundee,A,1,Clinical Medicine,,,,EU government bodies,"2,148,456","2,410,971","1,545,874","1,755,542","12,288,800"
10007852,University of Dundee,A,1,Clinical Medicine,,,,EU-based charities (open competitive process),"12,164","69,421","107,486","88,431","619,017"
10007852,University of Dundee,A,1,Clinical Medicine,,,,"EU industry, commerce and public corporations","1,703,792","2,289,803","4,189,391","3,562,936","24,940,554"
10007852,University of Dundee,A,1,Clinical Medicine,,,,EU (excluding UK) other,"120,472","51,546","75,866","78,764","551,351"
10007852,University of Dundee,A,1,Clinical Medicine,,,,Non-EU-based charities (open competitive process),"256,124","357,861","260,350","273,676","1,915,738"
10007852,University of Dundee,A,1,Clinical Medicine,,,,Non-EU industry commerce and public corporations,"762,114","734,357","607,091","647,418","4,531,927"
10007852,University of Dundee,A,1,Clinical Medicine,,,,Non-EU other,"22,900","121,483","148,615","126,780","887,460"
10007852,University of Dundee,A,1,Clinical Medicine,,,,Total income,"22,292,742","22,203,424","19,424,990","20,231,588","141,621,120"
10007789,University of East Anglia,A,1,Clinical Medicine,,,,"BEIS Research Councils, The Royal Society, British Academy and The Royal Society of Edinburgh","660,365","664,173","2,720,474","2,132,415","14,926,911"
10007789,University of East Anglia,A,1,Clinical Medicine,,,,UK-based charities (open competitive process),"476,554","621,951","899,809","799,650","5,597,552"
10007789,University of East Anglia,A,1,Clinical Medicine,,,,UK-based charities (other),"192,736","134,513","99,586","117,883","825,183"
10007789,University of East Anglia,A,1,Clinical Medicine,,,,"UK central government bodies/local authorities, health and hospital authorities","741,139","573,663","587,862","607,730","4,254,115"
10007789,University of East Anglia,A,1,Clinical Medicine,,,,Health research funding bodies,"68,276","181,906","1,026,009","768,604","5,380,228"
10007789,University of East Anglia,A,1,Clinical Medicine,,,,UK central government tax credits for research and development expenditure,0,"508,000","-10,200","65,285","457,000"
10007789,University of East Anglia,A,1,Clinical Medicine,,,,"UK industry, commerce and public corporations","119,847","218,364","188,749","183,137","1,281,960"
10007789,University of East Anglia,A,1,Clinical Medicine,,,,UK other sources,"116,687","48,999","107,801","100,670","704,692"
10007789,University of East Anglia,A,1,Clinical Medicine,,,,EU government bodies,"118,978","113,124","201,470","177,065","1,239,455"
10007789,University of East Anglia,A,1,Clinical Medicine,,,,EU-based charities (open competitive process),0,0,0,0,0
10007789,University of East Anglia,A,1,Clinical Medicine,,,,"EU industry, commerce and public corporations",0,0,"337,986","241,418","1,689,932"
10007789,University of East Anglia,A,1,Clinical Medicine,,,,EU (excluding UK) other,"13,859","1,046","3,110","4,350","30,456"
10007789,University of East Anglia,A,1,Clinical Medicine,,,,Non-EU-based charities (open competitive process),"72,427","39,091","24,928","33,737","236,160"
10007789,University of East Anglia,A,1,Clinical Medicine,,,,Non-EU industry commerce and public corporations,"2,886","4,148",281,"1,206","8,443"
10007789,University of East Anglia,A,1,Clinical Medicine,,,,Non-EU other,"52,447","-29,935","30,018","24,657","172,603"
10007789,University of East Anglia,A,1,Clinical Medicine,,,,Total income,"2,636,201","3,079,043","6,217,889","5,257,812","36,804,690"
10007790,University of Edinburgh,A,1,Clinical Medicine,,,,"BEIS Research Councils, The Royal Society, British Academy and The Royal Society of Edinburgh","24,684,160","23,948,849","30,822,257","28,963,470","202,744,294"
10007790,University of Edinburgh,A,1,Clinical Medicine,,,,UK-based charities (open competitive process),"19,137,613","19,003,811","29,009,243","26,169,662","183,187,639"
10007790,University of Edinburgh,A,1,Clinical Medicine,,,,UK-based charities (other),"26,266","32,455","190,607","144,536","1,011,756"
10007790,University of Edinburgh,A,1,Clinical Medicine,,,,"UK central government bodies/local authorities, health and hospital authorities","5,697,791","4,051,973","8,139,972","7,207,089","50,449,626"
10007790,University of Edinburgh,A,1,Clinical Medicine,,,,Health research funding bodies,"595,345","924,202","2,699,420","2,145,235","15,016,650"
10007790,University of Edinburgh,A,1,Clinical Medicine,,,,UK central government tax credits for research and development expenditure,0,"2,842,970","507,439","768,595","5,380,166"
10007790,University of Edinburgh,A,1,Clinical Medicine,,,,"UK industry, commerce and public corporations","1,536,355","2,975,900","2,624,339","2,519,136","17,633,953"
10007790,University of Edinburgh,A,1,Clinical Medicine,,,,UK other sources,"2,309,567","2,259,267","2,345,611","2,328,127","16,296,891"
10007790,University of Edinburgh,A,1,Clinical Medicine,,,,EU government bodies,"3,764,472","3,794,431","5,605,410","5,083,707","35,585,953"
10007790,University of Edinburgh,A,1,Clinical Medicine,,,,EU-based charities (open competitive process),"101,357","50,005","128,092","113,117","791,824"
10007790,University of Edinburgh,A,1,Clinical Medicine,,,,"EU industry, commerce and public corporations","147,267","220,674","405,467","342,182","2,395,276"
10007790,University of Edinburgh,A,1,Clinical Medicine,,,,EU (excluding UK) other,"317,262","867,658","364,963","429,962","3,009,737"
10007790,University of Edinburgh,A,1,Clinical Medicine,,,,Non-EU-based charities (open competitive process),"503,083","461,179","555,536","534,563","3,741,943"
10007790,University of Edinburgh,A,1,Clinical Medicine,,,,Non-EU industry commerce and public corporations,"47,687","71,820","716,641","528,958","3,702,712"
10007790,University of Edinburgh,A,1,Clinical Medicine,,,,Non-EU other,"1,009,395","1,500,475","1,119,420","1,158,138","8,106,970"
10007790,University of Edinburgh,A,1,Clinical Medicine,,,,Total income,"59,877,620","63,005,669","85,234,420","78,436,484","549,055,390"
10007792,University of Exeter,A,1,Clinical Medicine,,,,"BEIS Research Councils, The Royal Society, British Academy and The Royal Society of Edinburgh","553,932","1,455,613","1,913,723","1,654,023","11,578,163"
10007792,University of Exeter,A,1,Clinical Medicine,,,,UK-based charities (open competitive process),"1,096,566","771,485","2,766,943","2,243,252","15,702,769"
10007792,University of Exeter,A,1,Clinical Medicine,,,,UK-based charities (other),"468,795","436,327","403,816","417,743","2,924,202"
10007792,University of Exeter,A,1,Clinical Medicine,,,,"UK central government bodies/local authorities, health and hospital authorities","244,454","297,711","139,108","176,815","1,237,707"
10007792,University of Exeter,A,1,Clinical Medicine,,,,Health research funding bodies,"919,746","882,767","910,712","908,011","6,356,077"
10007792,University of Exeter,A,1,Clinical Medicine,,,,UK central government tax credits for research and development expenditure,0,"1,277,819","15,604","193,691","1,355,839"
10007792,University of Exeter,A,1,Clinical Medicine,,,,"UK industry, commerce and public corporations","156,427","290,632","187,953","198,117","1,386,824"
10007792,University of Exeter,A,1,Clinical Medicine,,,,UK other sources,"5,411","178,575","42,206","56,431","395,020"
10007792,University of Exeter,A,1,Clinical Medicine,,,,EU government bodies,"766,881","1,153,080","582,012","690,003","4,830,023"
10007792,University of Exeter,A,1,Clinical Medicine,,,,EU-based charities (open competitive process),"14,460","39,666","86,261","69,347","485,434"
10007792,University of Exeter,A,1,Clinical Medicine,,,,"EU industry, commerce and public corporations","1,030","40,774","111,580","85,672","599,704"
10007792,University of Exeter,A,1,Clinical Medicine,,,,EU (excluding UK) other,"2,811","1,121","2,852","2,598","18,192"
10007792,University of Exeter,A,1,Clinical Medicine,,,,Non-EU-based charities (open competitive process),"295,392","418,051","339,559","344,462","2,411,239"
10007792,University of Exeter,A,1,Clinical Medicine,,,,Non-EU industry commerce and public corporations,0,0,"14,607","10,434","73,039"
10007792,University of Exeter,A,1,Clinical Medicine,,,,Non-EU other,"29,250","11,841","270,065","198,774","1,391,420"
10007792,University of Exeter,A,1,Clinical Medicine,,,,Total income,"4,555,155","7,255,462","7,787,007","7,249,378","50,745,652"
10007794,University of Glasgow,A,1,Clinical Medicine,,,,"BEIS Research Councils, The Royal Society, British Academy and The Royal Society of Edinburgh","11,166,774","12,995,346","18,765,352","16,855,554","117,988,883"
10007794,University of Glasgow,A,1,Clinical Medicine,,,,UK-based charities (open competitive process),"34,015,248","35,258,750","41,428,969","39,488,406","276,418,844"
10007794,University of Glasgow,A,1,Clinical Medicine,,,,UK-based charities (other),"73,370","33,053","112,664","95,677","669,745"
10007794,University of Glasgow,A,1,Clinical Medicine,,,,"UK central government bodies/local authorities, health and hospital authorities","12,355,025","14,805,095","15,093,158","14,660,844","102,625,911"
10007794,University of Glasgow,A,1,Clinical Medicine,,,,Health research funding bodies,0,0,0,0,0
10007794,University of Glasgow,A,1,Clinical Medicine,,,,UK central government tax credits for research and development expenditure,0,"8,089,617","255,539","1,338,187","9,367,314"
10007794,University of Glasgow,A,1,Clinical Medicine,,,,"UK industry, commerce and public corporations","2,896,033","3,112,325","4,055,156","3,754,877","26,284,141"
10007794,University of Glasgow,A,1,Clinical Medicine,,,,UK other sources,"876,908","1,184,061","362,771","553,546","3,874,826"
10007794,University of Glasgow,A,1,Clinical Medicine,,,,EU government bodies,"3,055,694","4,426,051","4,018,606","3,939,254","27,574,779"
10007794,University of Glasgow,A,1,Clinical Medicine,,,,EU-based charities (open competitive process),0,"4,261","47,672","34,660","242,624"
10007794,University of Glasgow,A,1,Clinical Medicine,,,,"EU industry, commerce and public corporations","1,038,340","1,617,562","1,827,035","1,684,440","11,791,081"
10007794,University of Glasgow,A,1,Clinical Medicine,,,,EU (excluding UK) other,"62,763","152,194","32,554","53,961","377,728"
10007794,University of Glasgow,A,1,Clinical Medicine,,,,Non-EU-based charities (open competitive process),"91,490","112,067","355,113","282,732","1,979,126"
10007794,University of Glasgow,A,1,Clinical Medicine,,,,Non-EU industry commerce and public corporations,"4,114,667","3,128,221","3,312,420","3,400,712","23,804,990"
10007794,University of Glasgow,A,1,Clinical Medicine,,,,Non-EU other,"883,269","1,267,175","971,857","1,001,390","7,009,733"
10007794,University of Glasgow,A,1,Clinical Medicine,,,,Total income,"70,629,581","86,185,778","90,638,873","87,144,246","610,009,725"
10003270,Imperial College London,A,1,Clinical Medicine,,,,"BEIS Research Councils, The Royal Society, British Academy and The Royal Society of Edinburgh","26,454,556","27,225,651","26,340,671","26,483,366","185,383,563"
10003270,Imperial College London,A,1,Clinical Medicine,,,,UK-based charities (open competitive process),"35,870,451","33,401,090","38,694,506","37,534,867","262,744,073"
10003270,Imperial College London,A,1,Clinical Medicine,,,,UK-based charities (other),"9,536,559","11,050,974","8,706,969","9,160,340","64,122,382"
10003270,Imperial College London,A,1,Clinical Medicine,,,,"UK central government bodies/local authorities, health and hospital authorities","23,438,545","26,434,951","17,143,011","19,369,793","135,588,552"
10003270,Imperial College London,A,1,Clinical Medicine,,,,Health research funding bodies,"9,578,367","5,896,296","8,317,968","8,152,072","57,064,506"
10003270,Imperial College London,A,1,Clinical Medicine,,,,UK central government tax credits for research and development expenditure,0,"26,339,904","100,837","3,834,870","26,844,092"
10003270,Imperial College London,A,1,Clinical Medicine,,,,"UK industry, commerce and public corporations","4,496,452","5,154,108","5,733,453","5,473,975","38,317,827"
10003270,Imperial College London,A,1,Clinical Medicine,,,,UK other sources,"574,354","1,252,994","962,762","948,737","6,641,162"
10003270,Imperial College London,A,1,Clinical Medicine,,,,EU government bodies,"8,803,781","7,772,368","7,983,235","8,070,332","56,492,324"
10003270,Imperial College London,A,1,Clinical Medicine,,,,EU-based charities (open competitive process),"558,231","628,153","352,990","421,619","2,951,338"
10003270,Imperial College London,A,1,Clinical Medicine,,,,"EU industry, commerce and public corporations","1,326,261","4,382,061","3,533,688","3,339,537","23,376,764"
10003270,Imperial College London,A,1,Clinical Medicine,,,,EU (excluding UK) other,"669,338","692,864","214,576","347,869","2,435,086"
10003270,Imperial College London,A,1,Clinical Medicine,,,,Non-EU-based charities (open competitive process),"3,494,383","3,095,547","4,976,846","4,496,308","31,474,161"
10003270,Imperial College London,A,1,Clinical Medicine,,,,Non-EU industry commerce and public corporations,"5,867,153","7,022,687","4,033,104","4,722,194","33,055,362"
10003270,Imperial College London,A,1,Clinical Medicine,,,,Non-EU other,"3,850,386","3,483,853","3,890,900","3,826,963","26,788,741"
10003270,Imperial College London,A,1,Clinical Medicine,,,,Total income,"134,518,817","163,833,501","130,985,523","136,182,847","953,279,933"
10003324,Institute of Cancer Research,A,1,Clinical Medicine,,,,"BEIS Research Councils, The Royal Society, British Academy and The Royal Society of Edinburgh","1,368,383","2,315,522","2,685,330","2,444,365","17,110,558"
10003324,Institute of Cancer Research,A,1,Clinical Medicine,,,,UK-based charities (open competitive process),"21,273,949","21,768,433","28,269,445","26,341,372","184,389,608"
10003324,Institute of Cancer Research,A,1,Clinical Medicine,,,,UK-based charities (other),"287,546","347,926","1,111,231","884,518","6,191,627"
10003324,Institute of Cancer Research,A,1,Clinical Medicine,,,,"UK central government bodies/local authorities, health and hospital authorities","-52,535","13,648","46,077","27,357","191,502"
10003324,Institute of Cancer Research,A,1,Clinical Medicine,,,,Health research funding bodies,"5,976,823","6,742,085","8,115,260","7,613,601","53,295,209"
10003324,Institute of Cancer Research,A,1,Clinical Medicine,,,,UK central government tax credits for research and development expenditure,0,"9,939,026","80,447","1,477,323","10,341,263"
10003324,Institute of Cancer Research,A,1,Clinical Medicine,,,,"UK industry, commerce and public corporations","1,714,129","2,943,464","6,001,515","4,952,166","34,665,168"
10003324,Institute of Cancer Research,A,1,Clinical Medicine,,,,UK other sources,"14,047","54,056","4,335","12,825","89,778"
10003324,Institute of Cancer Research,A,1,Clinical Medicine,,,,EU government bodies,"422,679","902,450","889,411","824,598","5,772,188"
10003324,Institute of Cancer Research,A,1,Clinical Medicine,,,,EU-based charities (open competitive process),"4,728","35,601","13,272","15,241","106,692"
10003324,Institute of Cancer Research,A,1,Clinical Medicine,,,,"EU industry, commerce and public corporations","1,692,423","855,642","2,329,422","2,027,882","14,195,175"
10003324,Institute of Cancer Research,A,1,Clinical Medicine,,,,EU (excluding UK) other,"46,537","28,595","138,253","109,485","766,401"
10003324,Institute of Cancer Research,A,1,Clinical Medicine,,,,Non-EU-based charities (open competitive process),"311,884","744,741","633,304","603,306","4,223,147"
10003324,Institute of Cancer Research,A,1,Clinical Medicine,,,,Non-EU industry commerce and public corporations,"922,090","1,665,923","2,832,079","2,392,630","16,748,412"
10003324,Institute of Cancer Research,A,1,Clinical Medicine,,,,Non-EU other,"770,690","496,851","549,038","573,247","4,012,734"
10003324,Institute of Cancer Research,A,1,Clinical Medicine,,,,Total income,"34,753,373","48,853,963","53,698,425","50,299,923","352,099,462"
10003645,King's College London,A,1,Clinical Medicine,,,,"BEIS Research Councils, The Royal Society, British Academy and The Royal Society of Edinburgh","8,220,974","9,072,557","8,293,178","8,394,203","58,759,421"
10003645,King's College London,A,1,Clinical Medicine,,,,UK-based charities (open competitive process),"18,532,506","18,832,466","19,344,830","19,155,589","134,089,124"
10003645,King's College London,A,1,Clinical Medicine,,,,UK-based charities (other),"2,499,089","2,551,555","2,034,066","2,174,425","15,220,975"
10003645,King's College London,A,1,Clinical Medicine,,,,"UK central government bodies/local authorities, health and hospital authorities","2,860,686","4,094,460","2,776,008","2,976,455","20,835,190"
10003645,King's College London,A,1,Clinical Medicine,,,,Health research funding bodies,"1,194,463","1,501,698","1,592,554","1,522,704","10,658,931"
10003645,King's College London,A,1,Clinical Medicine,,,,UK central government tax credits for research and development expenditure,0,0,0,0,0
10003645,King's College London,A,1,Clinical Medicine,,,,"UK industry, commerce and public corporations","3,492,519","3,820,301","5,663,048","5,089,723","35,628,062"
10003645,King's College London,A,1,Clinical Medicine,,,,UK other sources,"238,025","387,381","229,020","252,929","1,770,509"
