Institution UKPRN code,Institution name,Main panel,Unit of assessment number,Unit of assessment name,Multiple submission letter,Multiple submission name,Joint submission,Income source,Income for academic year 2013-14,Income for academic year 2014-15,Average income for academic years 2015-16 to 2019-20,Average income for academic years 2013-14 to 2019-20,Total income for academic years 2013-14 to 2019-20
10007783,University of Aberdeen,C,18,Law,,,,"UK central government bodies/local authorities, health and hospital authorities",0,"24,852","3,527","6,069","42,488"
10007783,University of Aberdeen,C,18,Law,,,,UK central government tax credits for research and development expenditure,0,0,0,0,0
10007783,University of Aberdeen,C,18,Law,,,,"UK industry, commerce and public corporations",0,0,"1,332",951,"6,661"
10007783,University of Aberdeen,C,18,Law,,,,UK other sources,-523,-323,300,93,656
10007783,University of Aberdeen,C,18,Law,,,,EU government bodies,"12,883","52,845","126,413","99,685","697,797"
10007783,University of Aberdeen,C,18,Law,,,,EU-based charities (open competitive process),0,0,0,0,0
10007783,University of Aberdeen,C,18,Law,,,,"EU industry, commerce and public corporations",0,0,0,0,0
10007783,University of Aberdeen,C,18,Law,,,,EU (excluding UK) other,"9,873",0,0,"1,410","9,873"
10007783,University of Aberdeen,C,18,Law,,,,Non-EU-based charities (open competitive process),0,0,0,0,0
10007783,University of Aberdeen,C,18,Law,,,,Non-EU industry commerce and public corporations,0,0,0,0,0
10007783,University of Aberdeen,C,18,Law,,,,Non-EU other,0,0,0,0,0
10007783,University of Aberdeen,C,18,Law,,,,Total income,"87,653","192,528","167,481","159,655","1,117,587"
10007783,University of Aberdeen,C,19,Politics and International Studies,,,,"BEIS Research Councils, The Royal Society, British Academy and The Royal Society of Edinburgh","319,213","273,274","167,687","204,418","1,430,926"
10007783,University of Aberdeen,C,19,Politics and International Studies,,,,UK-based charities (open competitive process),"5,218","6,249","19,353","15,462","108,234"
10007783,University of Aberdeen,C,19,Politics and International Studies,,,,UK-based charities (other),"17,546","16,530","4,601","8,155","57,085"
10007783,University of Aberdeen,C,19,Politics and International Studies,,,,"UK central government bodies/local authorities, health and hospital authorities",0,"12,024",350,"1,967","13,774"
10007783,University of Aberdeen,C,19,Politics and International Studies,,,,UK central government tax credits for research and development expenditure,0,0,0,0,0
10007783,University of Aberdeen,C,19,Politics and International Studies,,,,"UK industry, commerce and public corporations","1,856",0,"2,582","2,109","14,768"
10007783,University of Aberdeen,C,19,Politics and International Studies,,,,UK other sources,-253,-156,145,45,318
10007783,University of Aberdeen,C,19,Politics and International Studies,,,,EU government bodies,"230,366","200,262","133,584","156,935","1,098,548"
10007783,University of Aberdeen,C,19,Politics and International Studies,,,,EU-based charities (open competitive process),0,0,0,0,0
10007783,University of Aberdeen,C,19,Politics and International Studies,,,,"EU industry, commerce and public corporations",0,0,0,0,0
10007783,University of Aberdeen,C,19,Politics and International Studies,,,,EU (excluding UK) other,0,0,0,0,0
10007783,University of Aberdeen,C,19,Politics and International Studies,,,,Non-EU-based charities (open competitive process),0,0,0,0,0
10007783,University of Aberdeen,C,19,Politics and International Studies,,,,Non-EU industry commerce and public corporations,0,0,0,0,0
10007783,University of Aberdeen,C,19,Politics and International Studies,,,,Non-EU other,0,0,0,0,0
10007783,University of Aberdeen,C,19,Politics and International Studies,,,,Total income,"573,946","508,183","328,304","389,093","2,723,653"
10007783,University of Aberdeen,C,21,Sociology,,,,"BEIS Research Councils, The Royal Society, British Academy and The Royal Society of Edinburgh","139,292","152,873","78,688","97,943","685,605"
10007783,University of Aberdeen,C,21,Sociology,,,,UK-based charities (open competitive process),"45,245","1,585","22,740","22,933","160,534"
10007783,University of Aberdeen,C,21,Sociology,,,,UK-based charities (other),964,"1,372","1,529","1,426","9,984"
10007783,University of Aberdeen,C,21,Sociology,,,,"UK central government bodies/local authorities, health and hospital authorities","24,050","21,978","1,611","7,726","54,087"
10007783,University of Aberdeen,C,21,Sociology,,,,UK central government tax credits for research and development expenditure,0,0,0,0,0
10007783,University of Aberdeen,C,21,Sociology,,,,"UK industry, commerce and public corporations",0,0,"4,456","3,183","22,284"
10007783,University of Aberdeen,C,21,Sociology,,,,UK other sources,-119,-73,68,21,148
10007783,University of Aberdeen,C,21,Sociology,,,,EU government bodies,"-25,169","393,663","8,615","58,795","411,571"
10007783,University of Aberdeen,C,21,Sociology,,,,EU-based charities (open competitive process),"9,781",0,-84,"1,336","9,358"
10007783,University of Aberdeen,C,21,Sociology,,,,"EU industry, commerce and public corporations","4,008",0,-76,518,"3,626"
10007783,University of Aberdeen,C,21,Sociology,,,,EU (excluding UK) other,0,0,0,0,0
10007783,University of Aberdeen,C,21,Sociology,,,,Non-EU-based charities (open competitive process),0,0,0,0,0
10007783,University of Aberdeen,C,21,Sociology,,,,Non-EU industry commerce and public corporations,0,0,0,0,0
10007783,University of Aberdeen,C,21,Sociology,,,,Non-EU other,0,0,999,714,"4,999"
10007783,University of Aberdeen,C,21,Sociology,,,,Total income,"198,052","571,398","118,549","194,599","1,362,196"
10007783,University of Aberdeen,C,22,Anthropology and Development Studies,,,,"BEIS Research Councils, The Royal Society, British Academy and The Royal Society of Edinburgh","228,436","321,445","225,060","239,311","1,675,182"
10007783,University of Aberdeen,C,22,Anthropology and Development Studies,,,,UK-based charities (open competitive process),"71,388","66,573","16,664","31,611","221,281"
10007783,University of Aberdeen,C,22,Anthropology and Development Studies,,,,UK-based charities (other),"7,196","1,702","8,192","7,122","49,858"
10007783,University of Aberdeen,C,22,Anthropology and Development Studies,,,,"UK central government bodies/local authorities, health and hospital authorities",0,"6,986",203,"1,143","8,003"
10007783,University of Aberdeen,C,22,Anthropology and Development Studies,,,,UK central government tax credits for research and development expenditure,0,0,0,0,0
10007783,University of Aberdeen,C,22,Anthropology and Development Studies,,,,"UK industry, commerce and public corporations",0,0,0,0,0
10007783,University of Aberdeen,C,22,Anthropology and Development Studies,,,,UK other sources,"18,697","6,925","1,131","4,468","31,280"
10007783,University of Aberdeen,C,22,Anthropology and Development Studies,,,,EU government bodies,"698,391","596,139","417,137","482,887","3,380,215"
10007783,University of Aberdeen,C,22,Anthropology and Development Studies,,,,EU-based charities (open competitive process),0,0,0,0,0
10007783,University of Aberdeen,C,22,Anthropology and Development Studies,,,,"EU industry, commerce and public corporations",0,0,0,0,0
10007783,University of Aberdeen,C,22,Anthropology and Development Studies,,,,EU (excluding UK) other,0,0,0,0,0
10007783,University of Aberdeen,C,22,Anthropology and Development Studies,,,,Non-EU-based charities (open competitive process),0,0,0,0,0
10007783,University of Aberdeen,C,22,Anthropology and Development Studies,,,,Non-EU industry commerce and public corporations,0,0,0,0,0
10007783,University of Aberdeen,C,22,Anthropology and Development Studies,,,,Non-EU other,0,"26,622","14,083","13,862","97,037"
10007783,University of Aberdeen,C,22,Anthropology and Development Studies,,,,Total income,"1,024,108","1,026,392","682,471","780,408","5,462,856"
10007783,University of Aberdeen,C,23,Education,,,,"BEIS Research Councils, The Royal Society, British Academy and The Royal Society of Edinburgh","34,218","71,962","14,563","25,570","178,996"
10007783,University of Aberdeen,C,23,Education,,,,UK-based charities (open competitive process),"53,379","66,276","60,235","60,119","420,833"
10007783,University of Aberdeen,C,23,Education,,,,UK-based charities (other),"1,638","2,332","29,800","21,853","152,971"
10007783,University of Aberdeen,C,23,Education,,,,"UK central government bodies/local authorities, health and hospital authorities","561,200","351,496","255,513","312,894","2,190,263"
10007783,University of Aberdeen,C,23,Education,,,,UK central government tax credits for research and development expenditure,0,0,0,0,0
10007783,University of Aberdeen,C,23,Education,,,,"UK industry, commerce and public corporations",0,0,400,285,"2,000"
10007783,University of Aberdeen,C,23,Education,,,,UK other sources,"2,498",-124,"3,793","3,048","21,340"
10007783,University of Aberdeen,C,23,Education,,,,EU government bodies,"6,863","13,415","118,591","87,605","613,236"
10007783,University of Aberdeen,C,23,Education,,,,EU-based charities (open competitive process),0,0,0,0,0
10007783,University of Aberdeen,C,23,Education,,,,"EU industry, commerce and public corporations",0,0,0,0,0
10007783,University of Aberdeen,C,23,Education,,,,EU (excluding UK) other,0,0,0,0,0
10007783,University of Aberdeen,C,23,Education,,,,Non-EU-based charities (open competitive process),0,0,0,0,0
10007783,University of Aberdeen,C,23,Education,,,,Non-EU industry commerce and public corporations,0,0,0,0,1
10007783,University of Aberdeen,C,23,Education,,,,Non-EU other,0,0,0,0,0
10007783,University of Aberdeen,C,23,Education,,,,Total income,"659,796","505,357","482,897","511,377","3,579,640"
10007849,Abertay University,B,12,Engineering,,,,"BEIS Research Councils, The Royal Society, British Academy and The Royal Society of Edinburgh","7,880","5,348","144,606","105,180","736,261"
10007849,Abertay University,B,12,Engineering,,,,UK-based charities (open competitive process),"3,087","4,335","122,897","88,844","621,909"
10007849,Abertay University,B,12,Engineering,,,,UK-based charities (other),0,0,"49,736","35,526","248,682"
10007849,Abertay University,B,12,Engineering,,,,"UK central government bodies/local authorities, health and hospital authorities","157,192","77,149","107,092","109,971","769,801"
10007849,Abertay University,B,12,Engineering,,,,UK central government tax credits for research and development expenditure,0,0,0,0,0
10007849,Abertay University,B,12,Engineering,,,,"UK industry, commerce and public corporations","32,320","33,923","9,417","16,190","113,330"
10007849,Abertay University,B,12,Engineering,,,,UK other sources,0,"67,025","4,044","12,464","87,249"
10007849,Abertay University,B,12,Engineering,,,,EU government bodies,"-19,549","188,661","16,864","36,205","253,435"
10007849,Abertay University,B,12,Engineering,,,,EU-based charities (open competitive process),0,0,0,0,0
10007849,Abertay University,B,12,Engineering,,,,"EU industry, commerce and public corporations",0,0,0,0,0
10007849,Abertay University,B,12,Engineering,,,,EU (excluding UK) other,0,0,0,0,0
10007849,Abertay University,B,12,Engineering,,,,Non-EU-based charities (open competitive process),0,0,0,0,0
10007849,Abertay University,B,12,Engineering,,,,Non-EU industry commerce and public corporations,0,"3,692",0,527,"3,692"
10007849,Abertay University,B,12,Engineering,,,,Non-EU other,0,0,0,0,0
10007849,Abertay University,B,12,Engineering,,,,Total income,"180,930","380,133","454,659","404,908","2,834,359"
10007849,Abertay University,C,18,Law,,,,"BEIS Research Councils, The Royal Society, British Academy and The Royal Society of Edinburgh","-1,484",0,0,-212,"-1,484"
10007849,Abertay University,C,18,Law,,,,UK-based charities (open competitive process),"2,000","2,183",0,597,"4,183"
10007849,Abertay University,C,18,Law,,,,UK-based charities (other),0,0,936,668,"4,682"
10007849,Abertay University,C,18,Law,,,,"UK central government bodies/local authorities, health and hospital authorities",791,0,0,113,791
10007849,Abertay University,C,18,Law,,,,UK central government tax credits for research and development expenditure,0,0,0,0,0
10007849,Abertay University,C,18,Law,,,,"UK industry, commerce and public corporations",0,0,0,0,0
10007849,Abertay University,C,18,Law,,,,UK other sources,0,0,0,0,0
10007849,Abertay University,C,18,Law,,,,EU government bodies,182,"2,058",-841,-281,"-1,968"
10007849,Abertay University,C,18,Law,,,,EU-based charities (open competitive process),0,0,0,0,0
10007849,Abertay University,C,18,Law,,,,"EU industry, commerce and public corporations",0,0,0,0,0
10007849,Abertay University,C,18,Law,,,,EU (excluding UK) other,0,0,0,0,0
10007849,Abertay University,C,18,Law,,,,Non-EU-based charities (open competitive process),0,0,0,0,0
10007849,Abertay University,C,18,Law,,,,Non-EU industry commerce and public corporations,0,0,0,0,0
10007849,Abertay University,C,18,Law,,,,Non-EU other,0,0,0,0,0
10007849,Abertay University,C,18,Law,,,,Total income,"1,489","4,241",94,886,"6,204"
10007849,Abertay University,C,21,Sociology,,,,"BEIS Research Councils, The Royal Society, British Academy and The Royal Society of Edinburgh","-3,265",0,"2,633","1,414","9,904"
10007849,Abertay University,C,21,Sociology,,,,UK-based charities (open competitive process),0,0,"10,550","7,535","52,750"
10007849,Abertay University,C,21,Sociology,,,,UK-based charities (other),0,0,0,0,0
10007849,Abertay University,C,21,Sociology,,,,"UK central government bodies/local authorities, health and hospital authorities",0,0,"10,023","7,159","50,117"
10007849,Abertay University,C,21,Sociology,,,,UK central government tax credits for research and development expenditure,0,0,0,0,0
10007849,Abertay University,C,21,Sociology,,,,"UK industry, commerce and public corporations",0,0,0,0,0
10007849,Abertay University,C,21,Sociology,,,,UK other sources,0,0,0,0,0
10007849,Abertay University,C,21,Sociology,,,,EU government bodies,0,"17,138","59,136","44,688","312,820"
10007849,Abertay University,C,21,Sociology,,,,EU-based charities (open competitive process),0,0,0,0,0
10007849,Abertay University,C,21,Sociology,,,,"EU industry, commerce and public corporations",0,0,0,0,0
10007849,Abertay University,C,21,Sociology,,,,EU (excluding UK) other,0,0,0,0,0
10007849,Abertay University,C,21,Sociology,,,,Non-EU-based charities (open competitive process),0,0,0,0,0
10007849,Abertay University,C,21,Sociology,,,,Non-EU industry commerce and public corporations,0,0,0,0,0
10007849,Abertay University,C,21,Sociology,,,,Non-EU other,0,0,0,0,0
10007849,Abertay University,C,21,Sociology,,,,Total income,"-3,265","17,138","82,343","60,798","425,591"
10007856,Aberystwyth University,C,14,Geography and Environmental Studies,,,,"BEIS Research Councils, The Royal Society, British Academy and The Royal Society of Edinburgh","963,000","1,030,000","676,000","767,571","5,373,000"
10007856,Aberystwyth University,C,14,Geography and Environmental Studies,,,,UK-based charities (open competitive process),"32,000","25,000","69,800","58,000","406,000"
10007856,Aberystwyth University,C,14,Geography and Environmental Studies,,,,UK-based charities (other),"67,000","14,000","37,800","38,571","270,000"
10007856,Aberystwyth University,C,14,Geography and Environmental Studies,,,,"UK central government bodies/local authorities, health and hospital authorities","471,000","625,000","338,200","398,142","2,787,000"
10007856,Aberystwyth University,C,14,Geography and Environmental Studies,,,,UK central government tax credits for research and development expenditure,0,0,0,0,0
10007856,Aberystwyth University,C,14,Geography and Environmental Studies,,,,"UK industry, commerce and public corporations","13,000","38,000","237,000","176,571","1,236,000"
10007856,Aberystwyth University,C,14,Geography and Environmental Studies,,,,UK other sources,"1,000",0,0,142,"1,000"
10007856,Aberystwyth University,C,14,Geography and Environmental Studies,,,,EU government bodies,"700,000","568,000","1,505,600","1,256,571","8,796,000"
10007856,Aberystwyth University,C,14,Geography and Environmental Studies,,,,EU-based charities (open competitive process),0,0,"1,400","1,000","7,000"
10007856,Aberystwyth University,C,14,Geography and Environmental Studies,,,,"EU industry, commerce and public corporations","104,000",0,"35,400","40,142","281,000"
10007856,Aberystwyth University,C,14,Geography and Environmental Studies,,,,EU (excluding UK) other,"3,000","12,000","18,000","15,000","105,000"
10007856,Aberystwyth University,C,14,Geography and Environmental Studies,,,,Non-EU-based charities (open competitive process),0,"1,000",400,428,"3,000"
10007856,Aberystwyth University,C,14,Geography and Environmental Studies,,,,Non-EU industry commerce and public corporations,"-6,000","4,000","64,800","46,000","322,000"
10007856,Aberystwyth University,C,14,Geography and Environmental Studies,,,,Non-EU other,0,0,-200,-142,"-1,000"
10007856,Aberystwyth University,C,14,Geography and Environmental Studies,,,,Total income,"2,348,000","2,317,000","2,984,200","2,798,000","19,586,000"
10007856,Aberystwyth University,C,17,Business and Management Studies,,,,"BEIS Research Councils, The Royal Society, British Academy and The Royal Society of Edinburgh","133,000","149,000","26,200","59,000","413,000"
10007856,Aberystwyth University,C,17,Business and Management Studies,,,,UK-based charities (open competitive process),"5,000","15,000",0,"2,857","20,000"
10007856,Aberystwyth University,C,17,Business and Management Studies,,,,UK-based charities (other),0,0,800,571,"4,000"
10007856,Aberystwyth University,C,17,Business and Management Studies,,,,"UK central government bodies/local authorities, health and hospital authorities","56,000","43,000","2,400","15,857","111,000"
10007856,Aberystwyth University,C,17,Business and Management Studies,,,,UK central government tax credits for research and development expenditure,0,0,0,0,0
10007856,Aberystwyth University,C,17,Business and Management Studies,,,,"UK industry, commerce and public corporations","15,000",0,"7,800","7,714","54,000"
10007856,Aberystwyth University,C,17,Business and Management Studies,,,,UK other sources,0,0,0,0,0
10007856,Aberystwyth University,C,17,Business and Management Studies,,,,EU government bodies,"-2,000","166,000","82,000","82,000","574,000"
10007856,Aberystwyth University,C,17,Business and Management Studies,,,,EU-based charities (open competitive process),0,0,0,0,0
10007856,Aberystwyth University,C,17,Business and Management Studies,,,,"EU industry, commerce and public corporations",0,0,0,0,0
10007856,Aberystwyth University,C,17,Business and Management Studies,,,,EU (excluding UK) other,0,0,0,0,0
10007856,Aberystwyth University,C,17,Business and Management Studies,,,,Non-EU-based charities (open competitive process),0,0,0,0,0
10007856,Aberystwyth University,C,17,Business and Management Studies,,,,Non-EU industry commerce and public corporations,0,0,0,0,0
10007856,Aberystwyth University,C,17,Business and Management Studies,,,,Non-EU other,0,"19,000","3,400","5,142","36,000"
10007856,Aberystwyth University,C,17,Business and Management Studies,,,,Total income,"207,000","392,000","122,600","173,142","1,212,000"
10007856,Aberystwyth University,C,18,Law,,,,"BEIS Research Councils, The Royal Society, British Academy and The Royal Society of Edinburgh","1,000",0,0,142,"1,000"
10007856,Aberystwyth University,C,18,Law,,,,UK-based charities (open competitive process),"44,000","62,000","235,600","183,428","1,284,000"
10007856,Aberystwyth University,C,18,Law,,,,UK-based charities (other),"9,000",0,"2,000","2,714","19,000"
10007856,Aberystwyth University,C,18,Law,,,,"UK central government bodies/local authorities, health and hospital authorities","32,000",0,"7,000","9,571","67,000"
10007856,Aberystwyth University,C,18,Law,,,,UK central government tax credits for research and development expenditure,0,0,0,0,0
10007856,Aberystwyth University,C,18,Law,,,,"UK industry, commerce and public corporations","3,000",0,600,857,"6,000"
10007856,Aberystwyth University,C,18,Law,,,,UK other sources,0,0,0,0,0
10007856,Aberystwyth University,C,18,Law,,,,EU government bodies,0,0,"2,400","1,714","12,000"
10007856,Aberystwyth University,C,18,Law,,,,EU-based charities (open competitive process),0,0,0,0,0
10007856,Aberystwyth University,C,18,Law,,,,"EU industry, commerce and public corporations",0,0,0,0,0
10007856,Aberystwyth University,C,18,Law,,,,EU (excluding UK) other,0,0,0,0,0
10007856,Aberystwyth University,C,18,Law,,,,Non-EU-based charities (open competitive process),0,0,0,0,0
10007856,Aberystwyth University,C,18,Law,,,,Non-EU industry commerce and public corporations,0,0,0,0,0
10007856,Aberystwyth University,C,18,Law,,,,Non-EU other,0,0,0,0,0
10007856,Aberystwyth University,C,18,Law,,,,Total income,"89,000","62,000","247,600","198,428","1,389,000"
10007856,Aberystwyth University,C,19,Politics and International Studies,,,,"BEIS Research Councils, The Royal Society, British Academy and The Royal Society of Edinburgh","233,000","163,000","193,000","194,428","1,361,000"
10007856,Aberystwyth University,C,19,Politics and International Studies,,,,UK-based charities (open competitive process),"10,000",0,"3,200","3,714","26,000"
10007856,Aberystwyth University,C,19,Politics and International Studies,,,,UK-based charities (other),0,0,"2,600","1,857","13,000"
10007856,Aberystwyth University,C,19,Politics and International Studies,,,,"UK central government bodies/local authorities, health and hospital authorities","3,000",0,0,428,"3,000"
10007856,Aberystwyth University,C,19,Politics and International Studies,,,,UK central government tax credits for research and development expenditure,0,0,0,0,0
10007856,Aberystwyth University,C,19,Politics and International Studies,,,,"UK industry, commerce and public corporations","36,000","93,000","28,600","38,857","272,000"
10007856,Aberystwyth University,C,19,Politics and International Studies,,,,UK other sources,0,0,0,0,0
10007856,Aberystwyth University,C,19,Politics and International Studies,,,,EU government bodies,"40,000","22,000","198,400","150,571","1,054,000"
10007856,Aberystwyth University,C,19,Politics and International Studies,,,,EU-based charities (open competitive process),0,0,0,0,0
10007856,Aberystwyth University,C,19,Politics and International Studies,,,,"EU industry, commerce and public corporations",0,0,0,0,0
10007856,Aberystwyth University,C,19,Politics and International Studies,,,,EU (excluding UK) other,0,"11,000","4,800","5,000","35,000"
10007856,Aberystwyth University,C,19,Politics and International Studies,,,,Non-EU-based charities (open competitive process),0,0,"1,600","1,142","8,000"
10007856,Aberystwyth University,C,19,Politics and International Studies,,,,Non-EU industry commerce and public corporations,0,0,0,0,0
10007856,Aberystwyth University,C,19,Politics and International Studies,,,,Non-EU other,0,0,"1,600","1,142","8,000"
10007856,Aberystwyth University,C,19,Politics and International Studies,,,,Total income,"322,000","289,000","433,800","397,142","2,780,000"
10000291,Anglia Ruskin University,B,12,Engineering,,,,"BEIS Research Councils, The Royal Society, British Academy and The Royal Society of Edinburgh",0,0,"6,712","4,794","33,561"
10000291,Anglia Ruskin University,B,12,Engineering,,,,UK-based charities (open competitive process),"5,000","23,310","25,692","22,396","156,772"
10000291,Anglia Ruskin University,B,12,Engineering,,,,UK-based charities (other),"6,121","17,393","3,687","5,993","41,952"
10000291,Anglia Ruskin University,B,12,Engineering,,,,"UK central government bodies/local authorities, health and hospital authorities","13,844","43,988","129,626","100,852","705,966"
10000291,Anglia Ruskin University,B,12,Engineering,,,,UK central government tax credits for research and development expenditure,0,0,0,0,0
10000291,Anglia Ruskin University,B,12,Engineering,,,,"UK industry, commerce and public corporations","138,397","179,607","58,001","86,858","608,012"
10000291,Anglia Ruskin University,B,12,Engineering,,,,UK other sources,0,0,0,0,0
10000291,Anglia Ruskin University,B,12,Engineering,,,,EU government bodies,"264,970","302,260","175,861","206,647","1,446,535"
10000291,Anglia Ruskin University,B,12,Engineering,,,,EU-based charities (open competitive process),0,0,0,0,0
10000291,Anglia Ruskin University,B,12,Engineering,,,,"EU industry, commerce and public corporations",0,0,"18,825","13,446","94,128"
10000291,Anglia Ruskin University,B,12,Engineering,,,,EU (excluding UK) other,0,0,"3,911","2,793","19,556"
10000291,Anglia Ruskin University,B,12,Engineering,,,,Non-EU-based charities (open competitive process),0,0,0,0,0
10000291,Anglia Ruskin University,B,12,Engineering,,,,Non-EU industry commerce and public corporations,"10,784","1,684","12,453","10,676","74,737"
10000291,Anglia Ruskin University,B,12,Engineering,,,,Non-EU other,0,0,0,0,0
10000291,Anglia Ruskin University,B,12,Engineering,,,,Total income,"439,116","568,242","434,772","454,459","3,181,219"
10000291,Anglia Ruskin University,C,13,"Architecture, Built Environment and Planning",,,,"BEIS Research Councils, The Royal Society, British Academy and The Royal Society of Edinburgh",0,0,"19,530","13,950","97,651"
